name	kind	query	description	comment	url	source
Z56945433	SMILES	OC(=O)C1CSC2(CCC(=O)N12)C=3C=CC(F)=CC3	""	"ENAMINE library"	""	ENAMINE
Z147652454	SMILES	Cl.CCNC(=O)N1CCNCC1	""	"ENAMINE library"	""	ENAMINE
Z56759673	SMILES	CN1C=CN=C1C(=O)C2=CC=CS2	""	"ENAMINE library"	""	ENAMINE
Z32016557	SMILES	CNC(=O)C1=CC=C(Br)O1	""	"ENAMINE library"	""	ENAMINE
Z225167022	SMILES	CN1C(CN2CCC=3SC=CC3C2)=CC(=O)N(C)C1=O	""	"ENAMINE library"	""	ENAMINE
Z18098279	SMILES	CNC(=O)NC(=O)C(C)SC=1C=CC=CC1F	""	"ENAMINE library"	""	ENAMINE
Z239089526	SMILES	Cl.CC=1C=C(C)C(N)=C(C)N1	""	"ENAMINE library"	""	ENAMINE
Z104479390	SMILES	OC(=O)CSC=1C=CN=CC1	""	"ENAMINE library"	""	ENAMINE
Z240869810	SMILES	CC=1C=C2NCCC(N2N1)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z104477850	SMILES	COC=1C=C(SC)C=CC1C(=O)O	""	"ENAMINE library"	""	ENAMINE
Z87002001	SMILES	Cl.Cl.CN1CCC2NC=3C=CC(C)=CC3C2C1	""	"ENAMINE library"	""	ENAMINE
Z104472454	SMILES	NC1=NN(C(=O)C1)C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z95861554	SMILES	ClC=1C=C(CNC(=O)C2CC2)C=C3OCCCOC13	""	"ENAMINE library"	""	ENAMINE
Z248485706	SMILES	CC=1C=CC=C2C(=O)CCCOC12	""	"ENAMINE library"	""	ENAMINE
Z104493622	SMILES	CN1C(C=2C=CC(Cl)=CC2)S(=O)(=O)CCC1=O	""	"ENAMINE library"	""	ENAMINE
Z56802019	SMILES	NC=1C=C(C=CC1N2C=NC=N2)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z91650820	SMILES	O=C(CN1N=CC=2C=CC=CC2C1=O)N3CCCCCC3	""	"ENAMINE library"	""	ENAMINE
Z196948650	SMILES	FC(F)N1C=CN=C1CN2C=NC=3C=CSC3C2=O	""	"ENAMINE library"	""	ENAMINE
Z56174289	SMILES	CC=1C=CC=C2SC(N)=NC12	""	"ENAMINE library"	""	ENAMINE
Z212232260	SMILES	CC1CCCN(CC2=CC(=O)N(C)C(=O)N2C)C1	""	"ENAMINE library"	""	ENAMINE
Z278104818	SMILES	Cl.C1CC(CCN1)C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z245326636	SMILES	OC(=O)C=1C=CSC1N2C=CC=C2	""	"ENAMINE library"	""	ENAMINE
Z278206754	SMILES	OCCC1=CNN=C1C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z255150348	SMILES	Cl.C1CN2N=NC=C2CN1	""	"ENAMINE library"	""	ENAMINE
Z101659512	SMILES	CN1C=C(C=N1)C(=O)NC2CCOC=3C=CC=CC23	""	"ENAMINE library"	""	ENAMINE
Z223327476	SMILES	CC=1C=CC(=CC1C)C(=O)NCC2=NN=C3CCCN23	""	"ENAMINE library"	""	ENAMINE
Z283858540	SMILES	Cl.COC(CN)C=1C=CC=CC1	""	"ENAMINE library"	""	ENAMINE
Z55729685	SMILES	C1CCC2=NN=C(C=3C=CN=CC3)N2CC1	""	"ENAMINE library"	""	ENAMINE
Z285201188	SMILES	Cl.COC(=O)C1(N)CCCC1	""	"ENAMINE library"	""	ENAMINE
Z285672764	SMILES	NCC1=NN=C2CCC=3C=CC=CC3N12	""	"ENAMINE library"	""	ENAMINE
Z239629058	SMILES	Cl.CNC(C)C=1C=CC(=CC1)S(=O)(=O)C	""	"ENAMINE library"	""	ENAMINE
Z285923020	SMILES	CC1=NC(=CO1)C=2C=CC(N)=CC2	""	"ENAMINE library"	""	ENAMINE
Z165161786	SMILES	O=C(NC=1C=CC=CC1)N2CCCC2C=3C=CC=NC3	""	"ENAMINE library"	""	ENAMINE
Z273627180	SMILES	NC=1C=CC(=CC1)C2=NN=C3CCCN23	""	"ENAMINE library"	""	ENAMINE
Z244389936	SMILES	OC1CCC(CC1)NC2=NC=3C=CC=CC3O2	""	"ENAMINE library"	""	ENAMINE
Z275128628	SMILES	BrC1=CNC(=O)NC1=O	""	"ENAMINE library"	""	ENAMINE
Z90502201	SMILES	Cl.CC(C)NC1CCCC1	""	"ENAMINE library"	""	ENAMINE
Z285663956	SMILES	Cl.O=C(C1CCNCC1)N2CCC=3C=CC=CC3C2	""	"ENAMINE library"	""	ENAMINE
Z57985996	SMILES	Cl.Cl.NCC1=NN=C2C=CC=CN12	""	"ENAMINE library"	""	ENAMINE
Z308869916	SMILES	CC1=NN=C2C=CC=CN2C1=O	""	"ENAMINE library"	""	ENAMINE
Z278333476	SMILES	CN1CCC(CC1)N2C(=O)NC=3C=CC=CC3C2=O	""	"ENAMINE library"	""	ENAMINE
Z285675478	SMILES	CNC(=O)C=1C=CC(NC2CCCCC2)=NC1	""	"ENAMINE library"	""	ENAMINE
Z255102436	SMILES	OC(=O)C1=COC(Br)=C1	""	"ENAMINE library"	""	ENAMINE
Z239624924	SMILES	Cl.CC(C)C(C)NC1CC1	""	"ENAMINE library"	""	ENAMINE
Z319314478	SMILES	BrC=1C=NC2=NC=NN2C1	""	"ENAMINE library"	""	ENAMINE
Z246688506	SMILES	Cl.O=C(NCC1=CC=CO1)C2CCCN2	""	"ENAMINE library"	""	ENAMINE
Z16393747	SMILES	CC1=NN=C(SCC=2C=CC=CC2F)NC1=O	""	"ENAMINE library"	""	ENAMINE
Z246907162	SMILES	CCNC(=O)C=1SC=2N=C(CC)N=C(C)C2C1C	""	"ENAMINE library"	""	ENAMINE
Z135504564	SMILES	CN(C)C(=O)C=1SC=2N=C(C)C=C(C)C2C1N3C=CC=C3	""	"ENAMINE library"	""	ENAMINE
Z85920473	SMILES	Cl.NC(C1CC1)C=2C=CC(Cl)=CC2	""	"ENAMINE library"	""	ENAMINE
Z225155610	SMILES	CN1C(CN2CCCC2C=3C=CC=CC3)=CC(=O)N(C)C1=O	""	"ENAMINE library"	""	ENAMINE
Z237728896	SMILES	CC1=NN(C)C=2N=CC(N)=CC12	""	"ENAMINE library"	""	ENAMINE
Z30519330	SMILES	CC=1ON=C(C1C(=O)NCC=C)C=2C(F)=CC=CC2Cl	""	"ENAMINE library"	""	ENAMINE
Z52065508	SMILES	CN1CCN(CC1)C=2C=CC=CC2NC(=O)C3CCCC3	""	"ENAMINE library"	""	ENAMINE
Z33546322	SMILES	CC=1C=C(C(=O)N)C=2C=CC=CC2N1	""	"ENAMINE library"	""	ENAMINE
Z219215494	SMILES	Cl.C(SC1=NCCN1)C=2C=CC=C3C=CC=NC23	""	"ENAMINE library"	""	ENAMINE
Z51813577	SMILES	O=C(CN1C=CC=CC1=O)NC2(CC3CC4CC(C3)C2)C4	""	"ENAMINE library"	""	ENAMINE
Z104476152	SMILES	CN1CC=2C=CC=CC2NC1=O	""	"ENAMINE library"	""	ENAMINE
Z104498576	SMILES	N=C(NC=1C=CC=CC1)NC=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z56941975	SMILES	Cl.O=S1(=O)CCC(C1)NCC2=CC=CO2	""	"ENAMINE library"	""	ENAMINE
Z255150396	SMILES	O=C1CCC2=C(CCN(CC=3C=CC=CC3)C2)N1	""	"ENAMINE library"	""	ENAMINE
Z254471826	SMILES	COC(=O)CN1CC2CC1C=C2	""	"ENAMINE library"	""	ENAMINE
Z56865761	SMILES	CCOC(=O)C1=C(N)SC=2CN(C)CCC12	""	"ENAMINE library"	""	ENAMINE
Z56951191	SMILES	CC(=O)NC1=CC(C)=C(C)S1	""	"ENAMINE library"	""	ENAMINE
Z115174002	SMILES	CN1C=CC(NC(=O)C2=CN(C)C=3C=CC=CC23)=N1	""	"ENAMINE library"	""	ENAMINE
Z86346450	SMILES	CN1N=C(SC=2C=CC=CC2F)C(=O)N(C)C1=O	""	"ENAMINE library"	""	ENAMINE
Z79393641	SMILES	O=C(NC=1C=CC=CC1)C2CN(C3CC3)C(=O)C2	""	"ENAMINE library"	""	ENAMINE
Z239137300	SMILES	NC=1C=CC(=NC1)N2C=CN=C2	""	"ENAMINE library"	""	ENAMINE
Z271165284	SMILES	CN(C)S(=O)(=O)C=1C=CC=C2C=C(C)C=NC12	""	"ENAMINE library"	""	ENAMINE
Z98329075	SMILES	O=C1NC2(CCSCC2)NC=3C=CC=CC13	""	"ENAMINE library"	""	ENAMINE
Z25107669	SMILES	O=C(CSC1=NN=CS1)N2CCCC=3C=CC=CC23	""	"ENAMINE library"	""	ENAMINE
Z26735793	SMILES	O=C(N1CCN(CC1)C=2C=CC=CN2)C=3C=CC=CC3	""	"ENAMINE library"	""	ENAMINE
Z54750780	SMILES	CN1CCN(CC(=O)N2CCC=3C=CC=CC3C2)CC1	""	"ENAMINE library"	""	ENAMINE
Z89313970	SMILES	CN1C=C(C(=O)NC2CC2)C=3C=CC=CC13	""	"ENAMINE library"	""	ENAMINE
Z203884184	SMILES	NC=1C=CC(OCC(F)(F)F)=CC1	""	"ENAMINE library"	""	ENAMINE
Z53831510	SMILES	CCC=1C=CC=CC1OC=2N=CC=CN2	""	"ENAMINE library"	""	ENAMINE
Z221583708	SMILES	OC(=O)C1CC=2C=CC=CC2S1	""	"ENAMINE library"	""	ENAMINE
Z134853090	SMILES	Cl.FC=1C=CC=C(CSC2=NC3CCCCC3N2)C1	""	"ENAMINE library"	""	ENAMINE
Z48840197	SMILES	BrC=1C=CC=C(CSC2=NCCCN2)C1	""	"ENAMINE library"	""	ENAMINE
Z94608868	SMILES	CN(CC=1C=CC=CC1F)C=2C=NNC(=O)C2Cl	""	"ENAMINE library"	""	ENAMINE
Z131156112	SMILES	CC(C)NC(=O)C=1N=C(C)N(N1)C=2C=CC(F)=CC2	""	"ENAMINE library"	""	ENAMINE
Z220066734	SMILES	CCN1CCCC1CN2C(=N)C=3C=CC=CC3NC2=O	""	"ENAMINE library"	""	ENAMINE
Z45493783	SMILES	CC(NS(=O)(=O)C=1C=CC(C)=C(C)C1)C=2C=CC=CN2	""	"ENAMINE library"	""	ENAMINE
Z56813257	SMILES	FC(F)(F)C=1C=CC=C(C1)C=2N=NNN2	""	"ENAMINE library"	""	ENAMINE
Z45524628	SMILES	ClC=1C=CC=C(C1)S(=O)(=O)NCC=2C=CC=NC2	""	"ENAMINE library"	""	ENAMINE
Z86499943	SMILES	CN1C=CN=C1C(=O)C2=CC=CO2	""	"ENAMINE library"	""	ENAMINE
Z359382622	SMILES	OC(=O)C1=CC=2NC=CC2S1	""	"ENAMINE library"	""	ENAMINE
Z334705664	SMILES	O=S(=O)(NC1CC1)C=2C=CC=NC2	""	"ENAMINE library"	""	ENAMINE
Z339270984	SMILES	Cl.COC(=O)C(C)(C)N	""	"ENAMINE library"	""	ENAMINE
Z97433183	SMILES	CCSC1=NNC(=O)N1C2CC2	""	"ENAMINE library"	""	ENAMINE
Z31505768	SMILES	CN(C(=O)C=1C=CC=C(C1)S(=O)(=O)C)C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z56615797	SMILES	C1CCN(C1)C2=NC=3C=CC=CC3O2	""	"ENAMINE library"	""	ENAMINE
Z26421560	SMILES	CC12CCC(=O)N2C(CS1)C(=O)NC3CCCCCC3	""	"ENAMINE library"	""	ENAMINE
Z194976362	SMILES	CC(=CC1C(C(=O)N)C1(C)C)C	""	"ENAMINE library"	""	ENAMINE
Z69031896	SMILES	O=C(N1CCC1)C=2C=CC=CC2C3=NC=4C=CC=CC4S3	""	"ENAMINE library"	""	ENAMINE
Z345090556	SMILES	CC=1C=CSC1CNC(=O)C2=COCCO2	""	"ENAMINE library"	""	ENAMINE
Z228615556	SMILES	Cl.ClC=1C=CC(Cl)=C(NC(=O)C2CCCN2)C1	""	"ENAMINE library"	""	ENAMINE
Z360053790	SMILES	CC=1NN=C(N)C1I	""	"ENAMINE library"	""	ENAMINE
Z68240984	SMILES	CC1(C)CC(CC(C)(C)N1)NC(=O)C2CC2	""	"ENAMINE library"	""	ENAMINE
Z135472546	SMILES	OC=1C=CC=CC1NC(=O)CC2CCC=C2	""	"ENAMINE library"	""	ENAMINE
Z57309486	SMILES	OC(C(=O)C1=CC=CS1)C2=CC=CS2	""	"ENAMINE library"	""	ENAMINE
Z48853891	SMILES	CNC(=O)C=1SC(NC=2C=CC=CC2)=NC1C	""	"ENAMINE library"	""	ENAMINE
Z239137402	SMILES	Cl.NC=1C=CC(=CC1C(F)(F)F)N2C=CC=N2	""	"ENAMINE library"	""	ENAMINE
Z381413950	SMILES	Cl.CN1C=CC=CC1=NC=2C=CC(Cl)=CC2	""	"ENAMINE library"	""	ENAMINE
Z220396008	SMILES	O=C1NCCCCC1SC2=NN=C3C=CC=CN23	""	"ENAMINE library"	""	ENAMINE
Z57437750	SMILES	BrC=1C=CC=C(C1)C2=NN=CO2	""	"ENAMINE library"	""	ENAMINE
Z99076146	SMILES	CC(C)NC(=O)C=1SC(=NC1C)C=2C=CC=CN2	""	"ENAMINE library"	""	ENAMINE
Z316300512	SMILES	Cl.NCC1(CCSC1)N2CCOCC2	""	"ENAMINE library"	""	ENAMINE
Z56943776	SMILES	N(C=1C=CC=CN1)C=2C=CC=CN2	""	"ENAMINE library"	""	ENAMINE
Z44586357	SMILES	CN(C(=O)NC=1C=CC=CC1F)C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z272534546	SMILES	O=C1NCCCCC1SC2=NC=CN2C3CC3	""	"ENAMINE library"	""	ENAMINE
Z372969428	SMILES	CC1COCCN1C(=O)C=2C=CC(O)=C(Cl)C2	""	"ENAMINE library"	""	ENAMINE
Z95497552	SMILES	O=C(N1CCCC1)C2=CSC(=N2)C3=CC=CS3	""	"ENAMINE library"	""	ENAMINE
Z220442176	SMILES	CC1=CC(=O)N2C(CSC2=C1C=3C=CC=CC3)C(=O)O	""	"ENAMINE library"	""	ENAMINE
Z57472865	SMILES	CN(C=1C=CC(O)=CC1)S(=O)(=O)C	""	"ENAMINE library"	""	ENAMINE
Z246997228	SMILES	FC(F)(F)C=1C=CN=C(SC2CCCCNC2=O)N1	""	"ENAMINE library"	""	ENAMINE
Z71501750	SMILES	CNC(=O)C1=CC=2CCCCCC2S1	""	"ENAMINE library"	""	ENAMINE
Z239095918	SMILES	Cl.Cl.NC(=O)CN1CCCNCC1	""	"ENAMINE library"	""	ENAMINE
Z363994496	SMILES	OC(=O)C=1C=CC(O)=C(C1)C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z111542060	SMILES	Cl.NCC1=NN=C2C(Cl)=CC(=CN12)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z316258248	SMILES	Cl.NCC1=CC=C(Cl)S1	""	"ENAMINE library"	""	ENAMINE
Z285233536	SMILES	OC(=O)CN1CCCCCCC1=O	""	"ENAMINE library"	""	ENAMINE
Z95883927	SMILES	CC=1C=CC(CN2C=CC=CC2=NC(=O)C3CC3)=CC1	""	"ENAMINE library"	""	ENAMINE
Z57912392	SMILES	NC=1NN=CC1C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z242939590	SMILES	CC(C)C1=NOC=2N=CC(=CC12)C(=O)N3CCCCC3C	""	"ENAMINE library"	""	ENAMINE
Z431973754	SMILES	CC(C)C=1C=C(C(=O)O)N(C)N1	""	"ENAMINE library"	""	ENAMINE
Z111781384	SMILES	COC(=O)C1=CC(=NN1)C2=CC=CN2C	""	"ENAMINE library"	""	ENAMINE
Z198221150	SMILES	FC=1C=CC(CCN2C(=O)C=CC2=O)=CC1	""	"ENAMINE library"	""	ENAMINE
Z336081056	SMILES	Cl.C1CNCCSC1	""	"ENAMINE library"	""	ENAMINE
Z274553590	SMILES	CC1=NN(CCC(=O)O)C(C)=C1C	""	"ENAMINE library"	""	ENAMINE
Z57912366	SMILES	NC1=C2CCCC2=NC3=C4CCCC4=NN13	""	"ENAMINE library"	""	ENAMINE
Z413893960	SMILES	CC1(C)CN=C(S1)N2CCNCC2	""	"ENAMINE library"	""	ENAMINE
Z275169806	SMILES	CCN1N=C(C)C(C(=O)O)=C1C	""	"ENAMINE library"	""	ENAMINE
Z419912482	SMILES	CC1=CC=C(C(=O)O)C(=O)N1C	""	"ENAMINE library"	""	ENAMINE
Z431537246	SMILES	CC(CC(=O)O)N1C=CN=C1	""	"ENAMINE library"	""	ENAMINE
Z57170606	SMILES	CC(=O)N1CCN2C1=NC=3C=CC=CC23	""	"ENAMINE library"	""	ENAMINE
Z439257544	SMILES	CCC1=NC=CN1C(C)C(=O)O	""	"ENAMINE library"	""	ENAMINE
Z32452111	SMILES	O=C(NC1CCCCCC1)C2=CC=CO2	""	"ENAMINE library"	""	ENAMINE
Z44600212	SMILES	CC(C)C(=O)N1CCN(CC1)C(=O)NC2CCCCC2	""	"ENAMINE library"	""	ENAMINE
Z424795892	SMILES	CC=1C=CC(CC(=O)O)=CN1	""	"ENAMINE library"	""	ENAMINE
Z285141594	SMILES	CS(=O)(=O)NC=1C=CC=C2NCCCC12	""	"ENAMINE library"	""	ENAMINE
Z278080616	SMILES	Cl.COC=1C=CC(=CC1OC)C(C)N	""	"ENAMINE library"	""	ENAMINE
Z295458252	SMILES	Cl.NCCC=1C=CC=C(Cl)C1Cl	""	"ENAMINE library"	""	ENAMINE
Z291234036	SMILES	Cl.Cl.CC=1C=CC(CN)=CN1	""	"ENAMINE library"	""	ENAMINE
Z285210906	SMILES	Cl.CN(CC=1C=CC=CC1)C(=O)N2CCNCC2	""	"ENAMINE library"	""	ENAMINE
Z228588694	SMILES	OC(=O)C1CCCCN1CC#C	""	"ENAMINE library"	""	ENAMINE
Z440629814	SMILES	CC(C)C=1N=C2C=3C=CC=CC3NC(=O)N2N1	""	"ENAMINE library"	""	ENAMINE
Z95828578	SMILES	CC(C)(C)C(=O)NCC1COC=2C=CC=CC2C1	""	"ENAMINE library"	""	ENAMINE
Z31442384	SMILES	CCC(C)NC(=O)C1=CC(=O)C=2C=CC=CC2O1	""	"ENAMINE library"	""	ENAMINE
Z406339334	SMILES	Cl.Cl.CC(CN)CN1C=CN=C1	""	"ENAMINE library"	""	ENAMINE
Z359297630	SMILES	CNC=1C=CC(Br)=CN1	""	"ENAMINE library"	""	ENAMINE
Z33396788	SMILES	O=C(C1CCCO1)N2CC(=O)NC=3C=CC=CC23	""	"ENAMINE library"	""	ENAMINE
Z239137414	SMILES	NC=1C=C(Cl)C=CC1N2C=CC=N2	""	"ENAMINE library"	""	ENAMINE
Z57213459	SMILES	Cl.C1C2CC3CC1CC(C2)(C3)N4C=CN=C4	""	"ENAMINE library"	""	ENAMINE
Z271012234	SMILES	Cl.CC(N)CN1N=C(C)C=C1C	""	"ENAMINE library"	""	ENAMINE
Z291279256	SMILES	FC(F)(F)C=1C=NC=2CCCC(=O)C2C1	""	"ENAMINE library"	""	ENAMINE
Z540724892	SMILES	CN1C(=O)C2C3OC(C=C3)C2C1=O	""	"ENAMINE library"	""	ENAMINE
Z133716682	SMILES	CS(=O)(=O)NC1CCSC=2C=CC=CC12	""	"ENAMINE library"	""	ENAMINE
Z71501088	SMILES	CC(C)CN1N=C(C)C=2C=C(SC12)C(=O)N(C)C	""	"ENAMINE library"	""	ENAMINE
Z15816932	SMILES	COC(=O)C1=NN(C(=O)CC1)C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z319118486	SMILES	CC1=NOC(C)=C1CN2CCOC(C2)C=3C=CC(F)=CC3	""	"ENAMINE library"	""	ENAMINE
Z183343688	SMILES	CC(C)NC(=O)N1CC(C)OC(C)C1	""	"ENAMINE library"	""	ENAMINE
Z27067506	SMILES	CC1CCCCN1C(=O)C=2C=CC(CS(=O)(=O)C)=CC2	""	"ENAMINE library"	""	ENAMINE
Z57336477	SMILES	NC(=O)C=1C=CC=CC1C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z131172198	SMILES	CC=1OC(C)=C(C(=O)NC2=NCCS2)C1C	""	"ENAMINE library"	""	ENAMINE
Z106099324	SMILES	OC1CCN(CC=2C=C(ON2)C3=CC=CS3)CC1	""	"ENAMINE library"	""	ENAMINE
Z31431401	SMILES	CCN1N=NC=2C=C(C=CC12)C(=O)N3CCCCCC3	""	"ENAMINE library"	""	ENAMINE
Z104485566	SMILES	OC=1C=CC=C(I)C1	""	"ENAMINE library"	""	ENAMINE
Z217166120	SMILES	O=S1(=O)CCNC=2C=CC=CC21	""	"ENAMINE library"	""	ENAMINE
Z104479410	SMILES	NC1=NN(C(=O)C1)C=2C(Cl)=CC(Cl)=CC2Cl	""	"ENAMINE library"	""	ENAMINE
Z28486182	SMILES	O=C(NC=1C=CC=C2C=CC=NC12)C3CCCO3	""	"ENAMINE library"	""	ENAMINE
Z45520696	SMILES	CN(C)C(=O)CN(C)S(=O)(=O)C1=CC=C(Cl)S1	""	"ENAMINE library"	""	ENAMINE
Z217648382	SMILES	CC1=CC(=O)N2NC(=NC2=C1)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z28251290	SMILES	CC=1C=C(C)N(N1)C=2C=CC(=CC2)C(=O)N3CCOCC3	""	"ENAMINE library"	""	ENAMINE
Z45527544	SMILES	COC=1C=CC(=CC1)S(=O)(=O)N(C)C	""	"ENAMINE library"	""	ENAMINE
Z183377510	SMILES	CC(C)CNC(=O)N1CCN(CC1)C=2C=CC(F)=CC2	""	"ENAMINE library"	""	ENAMINE
Z48978351	SMILES	O=C1NC2(CCCCC2)NC=3C=CC=CC13	""	"ENAMINE library"	""	ENAMINE
Z220329114	SMILES	C1CC(CCN1)C2=NC=3C=CC=CC3N2	""	"ENAMINE library"	""	ENAMINE
Z220354978	SMILES	CC=1N(C)C(C)=C2C(=O)NN=CC12	""	"ENAMINE library"	""	ENAMINE
Z220615588	SMILES	Cl.O=C(CC1=NC=2C=CC=CC2N1)C3=CC=CO3	""	"ENAMINE library"	""	ENAMINE
Z221524182	SMILES	OC(=O)C1SCSCS1	""	"ENAMINE library"	""	ENAMINE
Z188745066	SMILES	Cl.CC1=NC=2C=C(N)C=CC2N1	""	"ENAMINE library"	""	ENAMINE
Z801502660	SMILES	CC=1C=C(C2=NC=CN2C)C(=O)NN1	""	"ENAMINE library"	""	ENAMINE
Z57497061	SMILES	OCC=1C=C2OCOC2=CC1Br	""	"ENAMINE library"	""	ENAMINE
Z787639774	SMILES	CC1=CC(=NO1)N2C(C)=CNC2=O	""	"ENAMINE library"	""	ENAMINE
Z203055082	SMILES	CC1=CSC(=N1)C(O)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z364101942	SMILES	CC(NC(=O)C1=CN2C=CC(C)=CC2=N1)C3CCCO3	""	"ENAMINE library"	""	ENAMINE
Z416326164	SMILES	CC(N(C)S(=O)(=O)C=1C=NN(C)C1)C=2C=CC(F)=CC2	""	"ENAMINE library"	""	ENAMINE
Z444897558	SMILES	CN(C(=O)CC=1C(C)=NOC1C)C2=NC(C)=CS2	""	"ENAMINE library"	""	ENAMINE
Z114023892	SMILES	CCNC1=NN=C(SC)S1	""	"ENAMINE library"	""	ENAMINE
Z283697220	SMILES	FC(F)(F)CC(=O)NC1CCCCC1	""	"ENAMINE library"	""	ENAMINE
Z393096630	SMILES	CC1COCCN1C(=O)C2=CC(=NO2)C=3C=CC=C(F)C3	""	"ENAMINE library"	""	ENAMINE
Z230865708	SMILES	O=C(NCC=1C=NN(C1)C=2C=CC=CC2)N3CCOCC3	""	"ENAMINE library"	""	ENAMINE
Z437583754	SMILES	O=C(CCN1C=CC=N1)N2CCSCC2	""	"ENAMINE library"	""	ENAMINE
Z196103218	SMILES	COC=1C=CC=2N(CCCC2C1)C(=O)NCC3=CC=CO3	""	"ENAMINE library"	""	ENAMINE
Z105930234	SMILES	CC(=C)CN1CCNC(=O)C1	""	"ENAMINE library"	""	ENAMINE
Z135373860	SMILES	CC1CN(CC(C)O1)C(=O)CCN2CCSC2=O	""	"ENAMINE library"	""	ENAMINE
Z321036464	SMILES	Cl.NC1CCOC=2C=CC(Br)=CC12	""	"ENAMINE library"	""	ENAMINE
Z397586672	SMILES	Cl.C1CC2NCCOC2C1	""	"ENAMINE library"	""	ENAMINE
Z217682762	SMILES	CN(CC1=NN=C2CCCCCN12)C(=O)C3CCCCC3	""	"ENAMINE library"	""	ENAMINE
Z361883856	SMILES	COC=1C=CC(C)=CC1C2(CN)CCOCC2	""	"ENAMINE library"	""	ENAMINE
Z361883832	SMILES	Cl.NCC1(CCOCC1)C=2C=CC(Cl)=CC2	""	"ENAMINE library"	""	ENAMINE
Z381676076	SMILES	NC1=NNC=2C=CC=C(F)C12	""	"ENAMINE library"	""	ENAMINE
Z359352816	SMILES	Cl.OC(=O)C(N1CCSCC1)C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z362617794	SMILES	CC=1C=CSC1CNC(=O)N2CCOCC2	""	"ENAMINE library"	""	ENAMINE
Z230838228	SMILES	CC1=CSC(CNC(=O)N2CCOCC2)=N1	""	"ENAMINE library"	""	ENAMINE
Z74088094	SMILES	OCCOC=1C=CC(Cl)=CC1Br	""	"ENAMINE library"	""	ENAMINE
Z385447010	SMILES	Cl.CNCC=1C=COC1C	""	"ENAMINE library"	""	ENAMINE
Z255150772	SMILES	CC1=NN(C)C=2NCC(N)CC12	""	"ENAMINE library"	""	ENAMINE
Z332376750	SMILES	Cl.Cl.NCCN1CC=2C=CC=CC2C1	""	"ENAMINE library"	""	ENAMINE
Z124321786	SMILES	Cl.CC(N)C(=O)NC(C)(C)C	""	"ENAMINE library"	""	ENAMINE
Z337709338	SMILES	OC(=O)C1CC1C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z812520020	SMILES	CN1N=C(CC1=O)C=2C=CN=CC2	""	"ENAMINE library"	""	ENAMINE
Z336080884	SMILES	Cl.C1CNC2=NC=NN2C1	""	"ENAMINE library"	""	ENAMINE
Z270758784	SMILES	CN(C)C=1C=CC(CN)=CN1	""	"ENAMINE library"	""	ENAMINE
Z509293072	SMILES	COC=1N=CC=CC1CNC(=O)N2CCSCC2	""	"ENAMINE library"	""	ENAMINE
Z220752806	SMILES	O=C(C1CCS(=O)(=O)C1)N2CCCC2	""	"ENAMINE library"	""	ENAMINE
Z339767578	SMILES	CC1=NC(CCNC(=O)N2CCCC2)=CS1	""	"ENAMINE library"	""	ENAMINE
Z154106080	SMILES	CC(C)OC=1C=CC(=CC1)S(=O)(=O)C	""	"ENAMINE library"	""	ENAMINE
Z431763650	SMILES	CN1C=C(C=CC1=O)C(=O)N2CCC=3SC=CC3C2	""	"ENAMINE library"	""	ENAMINE
Z65590443	SMILES	CN(CC=1C=NN(C)C1)S(=O)(=O)C=2C=CC(F)=CC2	""	"ENAMINE library"	""	ENAMINE
Z51889312	SMILES	CC1CCC=2C=CC=CC2N1C(=O)CN3C=CC=CC3=O	""	"ENAMINE library"	""	ENAMINE
Z165196168	SMILES	CN(CC(=O)N1CCCC1)S(=O)(=O)C	""	"ENAMINE library"	""	ENAMINE
Z237129782	SMILES	CC(=O)N1CCC[C@H]1C(=O)N2CCC=3SC=CC3C2	""	"ENAMINE library"	""	ENAMINE
Z203972246	SMILES	CC1CCN(CC1)C(=O)CN2C=CN=C2	""	"ENAMINE library"	""	ENAMINE
Z27875484	SMILES	CC(=O)NC1=NC=2CCCCC2S1	""	"ENAMINE library"	""	ENAMINE
Z362636306	SMILES	NC1=NN=C(S1)C(F)F	""	"ENAMINE library"	""	ENAMINE
Z385373284	SMILES	CC(C)(C)C1=NC=C(S1)C(=O)O	""	"ENAMINE library"	""	ENAMINE
